Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course Delivery Mode,FREE TAFE
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Dental Assisting,Community and Health Sciences,NoIntFee,NoLocalFee,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Dental/Certificate-III-in-Dental-Assisting,English,D,"The Certificate III in Dental Assisting will teach you all the necessary skills to assist dentists, dental hygienists, dental prosthetists, dental therapists or oral health therapists during oral health care procedures.",Dental assistant,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Dental Technology,Community and Health Sciences,"19,100","21,027.60",AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,6.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Dental/Diploma-of-Dental-Technology,English,A,The Diploma of Dental Technology is a two-year hands-on course which will give you the skills to work as a dental technician.,"dental technician in dental surgeries, dental laboratories or denture clinicsdental laboratory owner/operator",Australia,No,Yes,No,Yes,No,,Normal,No
BA,Holmesglen Institute,Melbourne,CSU Bachelor of Oral Health,Community and Health Sciences,No int,NoLocalFee,AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,,7.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Dental/CSU-Bachelor-of-Oral-Health-Therapy-and-Hygiene,English,A,"The Bachelor of Oral Health (Therapy and Hygiene) is a Charles Sturt University (CSU) degree offered at Holmesglen's Chadstone. Students will undertake lectures and pre-clinical training in Years 1 and 2 at Holmesglen, with some clinical training at CSU's campus in Wagga Wagga, NSW. The third year of the course is completed while enrolled at the Wagga Wagga campus of CSU.","oral health therapist (dental hygienist and dental therapist) with employment in public, private or hospital settingshealth promotion officerhealth researcherclinical tutor, academic in health discipline courses",Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Disability,Community and Health Sciences,NoIntFee,"6,394.00",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Disability/Certificate-IV-in-Disability,English,D,"The Certificate IV in Disability is the recognised qualification to become a disability support worker. If you're passionate about empowerment, advocacy and inclusion, and want to extend your skills and knowledge of disability, this course is for you.",disability support worker in non-government residential servicesdisability development support officer with the Department of Health and Human Services integration aide/education supportsupport worker in employment serviceshome care workerattendant carer providing respite care or personal care to people with disabilitiescommunity outreach workersupport worker in day and adult servicesindividualised support workeradvocatevarious roles with the NDIS,Australia,No,Yes,No,Yes,No,,Normal,Yes
SHORT COURSES,Holmesglen Institute,Melbourne,Course in Introduction to the National Disability Insurance Scheme,Community and Health Sciences,NoIntFee,0,AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Disability/Course-in-Introduction-to-the-National-Disability-Insurance-Scheme,English,D,The Introduction to the National Disability Insurance Scheme (NDIS) is a short course which will give you a clear understanding of the scheme and what it means to work with a person who accesses the scheme.,None,Australia,No,Yes,No,Yes,No,,Normal,Yes
DIP,Holmesglen Institute,Melbourne,Diploma of Justice,Community and Health Sciences,NoIntFee,"8,840.00",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Justice/Diploma-of-Justice,English,D,"The Diploma of Justice will give you the knowledge, skills and attributes required for a successful career within the justice environment.",policing (state and federal forces)community corrections officer (working with offenders on community correction orders)court registrar or court administrationlocal laws officer and local government authoritiesyouth justicecustomssheriff's departmentprison officerlegal assistant,Australia,No,Yes,No,Yes,No,,Normal,Yes
ADIP,Holmesglen Institute,Melbourne,Advanced Diploma of Justice,Community and Health Sciences,NoIntFee,"8,810.50",AUD,Years,1.0,Year,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Justice/Advanced-Diploma-of-Justice,English,D,"The Advanced Diploma of Justice is designed to develop the knowledge, skills and attributes required for a successful career within the justice environment.",policing (state and federal forces)community corrections officer (working with offenders on community correction orders)court registrar or court administrationlocal laws officer and local government authoritiesyouth justicecustomssheriff's departmentprison officerlegal assistant,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Nursing,Community and Health Sciences,"16,600","25,748.00",AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,7.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Nursing/Diploma-of-Nursing,English,A,"The Diploma of Nursing covers the nursing skills and knowledge you require to be eligible for registration with the Nursing and Midwifery Board of Australia as an Enrolled nurse, providing preparation for nursing practice that is client focused and holistic.",Enrolled nurse,Australia,No,Yes,No,Yes,No,,Normal,Yes
DIP,Holmesglen Institute,Melbourne,Diploma of Nursing,Community and Health Sciences,"16,600","25,748.00",AUD,Years,2.0,Years,Yes,No,ATAR,IELTS,,7.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Nursing/Diploma-of-Nursing,English,A,"The Diploma of Nursing covers the nursing skills and knowledge you require to be eligible for registration with the Nursing and Midwifery Board of Australia as an Enrolled nurse, providing preparation for nursing practice that is client focused and holistic.",Enrolled nurse,Australia,No,Yes,No,Yes,No,,Normal,Yes
BA,Holmesglen Institute,Melbourne,Bachelor of Nursing,Community and Health Sciences,"27,200","15,750.50",AUD,Years,3.0,Years,Yes,No,ATAR,IELTS,,7.0,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Nursing/Bachelor-of-Nursing,English,A,"The Bachelor of Nursing focuses on professional nursing practice and theory, and is underpinned by a philosophy of person-centred and holistic care, making our graduates highly sought after.",Registered nurse,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Laboratory Skills,Community and Health Sciences,NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Pathology-and-Laboratory-Testing/Certificate-III-in-Laboratory-Skills-VET-Delivered-to-Secondary-Students,English,D,"This Certificate III in Laboratory Skills teaches secondary school students skills in maintaining a laboratory, routine sampling and testing, recording data, and using laboratory computing programs.",This qualification covers the skills and knowledge required to perform a limited range of laboratory operations across all industry sectors and is the entry level required for laboratory personnel across all industry sectors.,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Pathology Collection,Community and Health Sciences,"7,500","5,263.50",AUD,Years,5.0,Months,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Pathology-and-Laboratory-Testing/Certificate-III-in-Pathology-Collection,English,A,"The Certificate III in Pathology Collection will give you the knowledge and skills to work as a pathology collector in the private pathology sector, medical clinics and hospital settings.",pathology collectorpathology assistant specimen collectorpathology team leader,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Laboratory Techniques,Community and Health Sciences,"15,900","12,595.00",AUD,Years,3.0,Days,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Community-and-Health-Sciences/Pathology-and-Laboratory-Testing/Certificate-IV-in-Laboratory-Techniques,English,A,"The Certificate IV In Laboratory Techniques provides you with training in all aspects of laboratory operations, including occupational health and safety (OHS), analytical instrumentation, laboratory management systems, chemistry, microscopy and biological techniques.",Laboratory assistant or technician,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Cyber Security,Computing and IT,NoIntFee,"9,504.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Cyber-Security/Certificate-IV-in-Cyber-Security,English,D,"If you are excited about working in cyber security, the Certificate IV in Cyber Security is a great starting point for a career in this area.  And with information technology one of the fastest growing industry sectors in Victoria, one of IT’s fastest areas of workforce growth is cyber security.",cyber security technical support desktop support techniciancyber security intrusion testersecurity support officerPen testernetworking security support officersystems testercomputer forensics technicianwebsite security support officer.,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIV,Holmesglen Institute,Online,Certificate IV in Cyber Security,Computing and IT,NoIntFee,"9,504.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Cyber-Security/Certificate-IV-in-Cyber-Security-Online,English,D,"This self-paced, online Certificate IV in Cyber Security provides you with practical skills and knowledge to work in a technical support role in a cyber security operations centre. If you are excited about working in cyber security, the online Certificate IV in Cyber Security is a great starting point for a career in this area.",cyber security technical support desktop support techniciancyber security intrusion testersecurity support officerPEN testernetworking security support officersystems testercomputer forensics technicianwebsite security support officer,Australia,Yes,No,Yes,No,No,,Normal,Yes
ADIP,Holmesglen Institute,Melbourne,Advanced Diploma of Cyber Security,Computing and IT,NoIntFee,"14,934.50",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Cyber-Security/Advanced-Diploma-of-Cyber-Security,English,D,Cyber security is one of the fastest growing careers in the IT industry. The Advanced Diploma in Cyber Security will support you in building the technical skills and knowledge needed to launch a career as a para professional in cyber security.,cyber security operations analystnetwork security administratorcyber security systems administratorcyber security systems coordinatorcyber security operations administratorcyber network services administratorcyber security network support administrator,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,"Certificate III in Information, Digital Media and Technology",Computing and IT,NoIntFee,NoLocalFee,AUD,Years,6.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-III-in-Information-Digital-Media-and-Technology-School-based-traineeship,English,D,"Are you interested in doing a paid traineeship in games while still at school? Victorian school learners can complete a school-based traineeship (SBAT) in ICT30118 Certificate III in Information, Digital Media and Technology at our Moorabbin , Glen Waverley and St Kilda campuses.",Students completing this school-based traineeship are eligible to apply for a 10 per cent block credit to their ATAR school.,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,"Certificate III in Information, Digital Media and Technology",Computing and IT,NoIntFee,NoLocalFee,AUD,Years,6.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-III-in-Information-Digital-Media-and-Technology-School-based-traineeship,English,D,"Are you interested in doing a paid traineeship in games while still at school? Victorian school learners can complete a school-based traineeship (SBAT) in ICT30118 Certificate III in Information, Digital Media and Technology at our Moorabbin , Glen Waverley and St Kilda campuses.",Students completing this school-based traineeship are eligible to apply for a 10 per cent block credit to their ATAR school.,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,"Certificate III in Information, Digital Media and Technology",Computing and IT,NoIntFee,NoLocalFee,AUD,Years,6.0,Months,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-III-in-Information-Digital-Media-and-Technology-School-based-traineeship,English,D,"Are you interested in doing a paid traineeship in games while still at school? Victorian school learners can complete a school-based traineeship (SBAT) in ICT30118 Certificate III in Information, Digital Media and Technology at our Moorabbin , Glen Waverley and St Kilda campuses.",Students completing this school-based traineeship are eligible to apply for a 10 per cent block credit to their ATAR school.,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,"Certificate III in Information, Digital Media and Technology",Computing and IT,NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-III-in-Information-Digital-Media-and-Technology-VET-Delivered-to-Secondary-School-Students-Games-stream,English,D,"The Certificate III in Information, Digital Media and Technology (games stream) gives secondary school students an excellent pathway into the games design industry.",This course can be used by students to support VCE ATAR outcomes.,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Digital and Interactive Games,Computing and IT,"6,900","5,662.50",AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Certificate-IV-in-Digital-and-Interactive-Games,English,A,"If you are interested in creating and deploying 3D games, the Certificate IV in Digital and Interactive Games is for you. With so many platforms now available and the rapid growth of Australia’s video game industry, there is no better time to launch your dream career in game development and design.",assistant animatorassistant games programmerassistant graphic designersupport 2D/3D artist,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Online,Diploma of Digital and Interactive Games,Computing and IT,NoIntFee,NoLocalFee,AUD,Years,1.0,Years,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Diploma-of-Digital-and-Interactive-Games-Online,English,D,Learn to take your 3D game concepts and make them reality when you study this online Diploma of Digital and Interactive Games.,games designer3D modellerenvironmental artisttexture artistanimator3D character animatorVR developergame programmer2D/3D artist level designergame developermobile app developer C# developerinteractive media developer,Australia,Yes,No,Yes,No,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Digital and Interactive Games,Computing and IT,"13,800","9,526.50",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Computing-and-IT/Game-Design-and-Development/Diploma-of-Digital-and-Interactive-Games,English,A,"The Diploma of Digital and Interactive Games teaches you to take your 3D game concepts and make them a reality while developing the skills you need to create interactive, immersive and fun games.",games designer3D modellerenvironmental artisttexture artistanimator3D character animatorVR developergame programmer2D/3D artist level designergame developermobile app developer C# developerinteractive media developer,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Online,Certificate IV in Information Technology,Computing and IT,NoIntFee,"10,212.50",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Information-Systems/Certificate-IV-in-Information-Technology-Online,English,D,"The Certificate IV in Information Technology will give you the opportunities to begin a career in networking, cyber security, and help desk support.",network support technicianIT security support officerhelpdesk IT support cyber security support,Australia,Yes,No,Yes,No,No,,Normal,No
BA,Holmesglen Institute,Melbourne,Bachelor of Information Systems,Computing and IT,"17,400","9,897.00",AUD,Years,3.0,Years,Yes,Yes,ATAR,IELTS,,6.0,https://holmesglen.edu.au/Courses/Computing-and-IT/Information-Systems/Bachelor-of-Information-Systems,English,A,"Holmesglen's Bachelor of Information Systems has a practical, hands-on approach to learning, focused on building technical skills from the ground up.",Bachelor of Information Systems graduates can apply for entry to relevant Masters or other post-graduate qualifications.,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,"Certificate III in Information, Digital Media and Technology",Computing and IT,NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Networking/Certificate-III-in-Information-Digital-Media-and-Technology-Support-streamVET-delivered-to-Secondary-Students,English,D,"The Certificate III in Information, Digital Media and Technology IT (support stream) gives secondary students a solid grounding in IT help desk support tasks as well as being an excellent pathway into studying cyber security.","entry level positions in help-desk support job roles, networking, technical support.",Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Information Technology Networking,Computing and IT,"13,800","9,153.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Computing-and-IT/Networking/Certificate-IV-in-Information-Technology-Networking,English,A,"The Certificate IV in Information Technology will give you skills in building, configuring and managing networks, network security, cloud computing, virtualisation and enterprise communication systems. These skills are key to entering the workforce and building a future career as a network administrator, network security technician or enterprise systems administrator.",junior networking assistantnetworking technicianhelp desk support officer,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Information Technology Networking,Computing and IT,"6,900","11,300.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Computing-and-IT/Networking/Diploma-of-Information-Technology-Networking,English,A,The Diploma of Information Technology Networking prepares you to work in a networking and systems administrative role in small to large companies.,network administratornetwork security administratornetwork techniciannetwork supportproject manager,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Programming,Computing and IT,"13,800","10,332.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Computing-and-IT/Programming/Certificate-IV-in-Programming,English,A,"The Certificate IV in Programming is the ideal pathway into designing and developing computer software. You will be introduced to Java programming, mobile application development and web programming.",software developer assistantmobile applications developersoftware systems assistant integratorweb interface programmerassistant programmerIT customer support technicianassistant data analystJava programmer,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Software Development,Computing and IT,"6,900","11,135.00",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Computing-and-IT/Programming/Diploma-of-Software-Development,English,A,"Study the Diploma of Software Development and learn to write programs for the cloud, develop web applications using .NET framework and Microsoft Visual Studio, advanced mobile applications using the Android platform including client-server applications, and the Internet of Things using Python.",software developer software programmermobile applications developersystems integratorweb developercloud applications developerdata analystJava programmer,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Online,Certificate IV in Web-Based Technologies,Computing and IT,NoIntFee,"5,587.00",AUD,Years,1.0,Years,Yes,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/Computing-and-IT/Web-Design-and-Development/Certificate-IV-in-Web-Based-Technologies-Online,English,D,"This self-paced, fully flexible, online Certificate IV in Web-Based Technologies will deliver the skills you need to design and develop rich, engaging websites and web applications for both mobile and desktop devices.",assistant website designerassistant website developerweb masterserver side software developerUX & UI designerassistant web marketing analystassistant graphic designerdigital media designer/developerweb applications developer,Australia,Yes,No,Yes,No,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Web-Based Technologies,Computing and IT,"6,900","5,587.00",AUD,Years,6.0,Months,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Computing-and-IT/Web-Design-and-Development/Certificate-IV-in-Web-Based-Technologies,English,A,"The Certificate IV in Web-Based Technologies is the ideal pathway into the ever-expanding web development industry. You'll develop skills in UX and UI design, responsive web page development, content management systems, launching a website and optimizing your site for maximum traffic.",assistant website designerassistant website developerweb masterserver side software developerUX & UI designerassistant web marketing analystassistant graphic designerdigital media designer/developerweb applications developer,Australia,No,Yes,No,Yes,No,,Normal,No
DIP,Holmesglen Institute,Melbourne,Diploma of Website Development,Computing and IT,"13,800","9,847.50",AUD,Years,1.0,Year,Yes,Yes,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/Computing-and-IT/Web-Design-and-Development/Diploma-of-Website-Development,English,A,"The Diploma of Website Development is the ideal pathway into the industry. You'll learn to build elegant, responsive websites and web applications using the tools and techniques required in industry. This course provides the skills and knowledge to become a full-stack web developer, able to design, build and manage websites as an independent web developer or as part of a team.",website developerweb programmerweb applications developerweb marketing analystdigital media designer/developerUX & UI designerfull stack developerfront-end React JS developernode JS web developerJavaScript web developer,Australia,No,Yes,No,Yes,No,,Normal,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Early Childhood Education and Care,"English, Education and Teacher Training",NoIntFee,NoLocalFee,AUD,Years,2.0,Years,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Certificate-III-in-Early-Childhood-Education-and-Care-VET-Delivered-to-Secondary-Schools,English,D,The Certificate III in Early Childhood Education and Care enables you to plan and implement appropriate care and educational experiences for young children.,early childhood educatorfamily day carernannyout-of-school hours care assistantrecreation assistant,Australia,No,Yes,No,Yes,No,,Traineeship,No
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Early Childhood Education and Care,"English, Education and Teacher Training","6,900","5,920.20",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Certificate-III-in-Early-Childhood-Education-and-Care,English,A,The Certificate III in Early Childhood Education and Care will give you the skills to plan and implement appropriate care and educational experiences for young children.,early childhood educatorfamily day carernanny	out of school hour care assistantrecreation assistantkindergarten assistant,Australia,No,Yes,No,Yes,No,,Normal,Yes
CERTIII,Holmesglen Institute,Melbourne,Certificate III in Early Childhood Education and Care,"English, Education and Teacher Training","6,900","5,920.20",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Certificate-III-in-Early-Childhood-Education-and-Care,English,A,The Certificate III in Early Childhood Education and Care will give you the skills to plan and implement appropriate care and educational experiences for young children.,early childhood educatorfamily day carernanny	out of school hour care assistantrecreation assistantkindergarten assistant,Australia,No,Yes,No,Yes,No,,Normal,Yes
DIP,Holmesglen Institute,Melbourne,Diploma of Early Childhood Education and Care,"English, Education and Teacher Training","13,800","19,954.80",AUD,Years,18.0,Months,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Diploma-of-Early-Childhood-Education-and-Care,English,A,"The Diploma of Early Childhood Education and Care is designed to produce educators who are responsible for developing, implementing and evaluating early childhood education and care programs.",early childhood educatorout of school hours educator or coordinatorfamily day care operatoreducational leaderearly childhood service director or coordinator,Australia,No,Yes,No,Yes,No,,Normal,Yes
DIP,Holmesglen Institute,Melbourne,Diploma of Early Childhood Education and Care,"English, Education and Teacher Training","13,800","19,954.80",AUD,Years,18.0,Months,Yes,No,ATAR,IELTS,,5.5,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Diploma-of-Early-Childhood-Education-and-Care,English,A,"The Diploma of Early Childhood Education and Care is designed to produce educators who are responsible for developing, implementing and evaluating early childhood education and care programs.",early childhood educatorout of school hours educator or coordinatorfamily day care operatoreducational leaderearly childhood service director or coordinator,Australia,No,Yes,No,Yes,No,,Normal,Yes
BA,Holmesglen Institute,Melbourne,Bachelor of Early Childhood Teaching,"English, Education and Teacher Training","17,100","17,217.45",AUD,Years,4.0,Years,Yes,No,ATAR,IELTS,,7.5,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Early-Childhood-Education/Bachelor-of-Early-Childhood-Teaching,English,A,This contemporary four-year Bachelor of Early Childhood Teaching degree prepares pre-service teachers to teach children from birth to 12 years.,"Teaching in early childhood early childhood eduction programs including kindergarten, pre-schools and childcare settings.Teaching in primary school (prep/foundation to Year 6) .",Australia,No,Yes,No,Yes,No,,Normal,No
CERTIV,Holmesglen Institute,Melbourne,Certificate IV in Education Support,"English, Education and Teacher Training",NoIntFee,"7,334.00",AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/Education-Support/Certificate-IV-in-Education-Support,English,D,The Certificate IV in Education Support will give you the skills to work in a range of education and school settings that provide assistance and support to teachers to facilitate students learning under broad based supervision.,Aboriginal and/or Torres Strait Islander education officerIndigenous language and culture teaching assistantEducation assistantEducation support workerSupport worker (children with disabilities)Language and literacy workerTeacher's aidTeacher assistantHome tutor,Australia,No,Yes,No,Yes,No,,Normal,Yes
ENG,Holmesglen Institute,Online,General English LIVE Online,"English, Education and Teacher Training",NoIntFee,NoLocalFee,AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-Courses/General-English-LIVE-Online,English,D,"Our new General English LIVE online course is a great way to learn English in a multicultural environment, with teachers based in Melbourne. Practise speaking, reading, writing and listening English with your online classmates in the same time zone in scheduled interactive classes.",None,Australia,Yes,No,Yes,No,No,,Normal,No
ENG,Holmesglen Institute,Online,Pathway English LIVE Online,"English, Education and Teacher Training",NoIntFee,NoLocalFee,AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-Courses/Pathway-English-LIVE-Online,English,D,"Our Pathway English LIVE Online course is a great way to learn English in a multicultural environment, with teachers based in Melbourne. Perfect your speaking, reading, writing and listening English with a focus on academic skills that will enable you to feel more confident in your academic studies.",None,Australia,Yes,No,Yes,No,No,,Normal,No
ENG,Holmesglen Institute,Melbourne,ELICOS - General English,"English, Education and Teacher Training",NoIntFee,NoLocalFee,AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-Courses/ELICOS-General-English,English,D,"Holmesglen’s new General English program is a great way to learn English while building your confidence, discovering Melbourne and developing job-ready skills in the process. Open to temporary visa holders only - tourist visa, working holiday visa or student visa.",None,Australia,No,Yes,No,Yes,No,,Normal,No
ENG,Holmesglen Institute,Melbourne,Pathway English,"English, Education and Teacher Training",NoIntFee,NoLocalFee,AUD,Years,6.0,Months,Yes,No,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-Courses/Pathway-English,English,D,"Our Pathway English courses are designed for students from non-English speaking backgrounds. These programs are tailored to develop students’ skills in reading, writing, speaking and listening, preparing them for future studies.Open to temporary visa holders only - tourist visa, working holiday visa or student visa.",None,Australia,No,Yes,No,Yes,No,,Normal,No
CERTI,Holmesglen Institute,Melbourne,Certificate I in EAL (Access),"English, Education and Teacher Training",NoIntFee,"3,600.00",AUD,Years,40.0,Weeks,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Certificate-I-in-EAL-Access-AMEP,English,D,"If you have already started developing your English reading, writing, listening and speaking skills, take those skills even further with this Certificate I in EAL - English as an Additional Language.",Not applicable,Australia,No,Yes,No,Yes,No,,Normal,No
CERTI,Holmesglen Institute,Melbourne,Certificate I in EAL (Access),"English, Education and Teacher Training",NoIntFee,"3,600.00",AUD,Years,40.0,Weeks,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Certificate-I-in-EAL-Access-AMEP,English,D,"If you have already started developing your English reading, writing, listening and speaking skills, take those skills even further with this Certificate I in EAL - English as an Additional Language.",Not applicable,Australia,No,Yes,No,Yes,No,,Normal,No
CERTII,Holmesglen Institute,Melbourne,Certificate II in EAL (Access),"English, Education and Teacher Training",NoIntFee,"3,600.00",AUD,Years,40.0,Weeks,No,Yes,ATAR,IELTS,,Na,https://holmesglen.edu.au/Courses/English-Education-and-Teacher-Training/English-for-Migrants/Certificate-II-in-EAL-Access-AMEP,English,D,"If you have come from a non-English speaking background but have already started developing your English reading, writing, listening and speaking skills, take them even further with the Certificate II in EAL (Access).",This qualification may assist learners to provide evidence to prospective employers of their intermediate English language proficiency.,Australia,No,Yes,No,Yes,No,,Normal,No
