Level_Code,University,City,Course,Faculty,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
BA,Monash University,Melbourne,Nursing,Medical and Nursing,"35,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/nursing-m2006?international=true,English,A,"The Bachelor of Nursing degree trains you to become a registered nurse in 3 years. Through our accredited nursing course, you’ll gain the knowledge, clinical skills and placement experience to provide high-quality nursing care and make a difference to your patients.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Nursing,Medical and Nursing,"35,000",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/nursing-m3704?international=true,English,A,"The Bachelor of Nursing degree trains you to become a registered nurse in 3 years. Through our accredited nursing course, you’ll gain the knowledge, clinical skills and placement experience to provide high-quality nursing care and make a difference to your patients.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Nursing,Medical and Nursing,"35,000",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/nursing-m3704?international=true,English,A,"The Bachelor of Nursing degree trains you to become a registered nurse in 3 years. Through our accredited nursing course, you’ll gain the knowledge, clinical skills and placement experience to provide high-quality nursing care and make a difference to your patients.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Nursing and Midwifery,Medical and Nursing,"35,000",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/nursing-and-midwifery-m3007?international=true,English,A,"The Bachelor of Nursing and Bachelor of Midwifery (Honours) prepares you to become a registered nurse or midwife in four years. Through our accredited nursing course, this joint degree allows you to pursue nursing and midwifery careers in a range of healthcare settings in the private and public sector.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Nursing and Midwifery,Medical and Nursing,"38,300",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/nutrition-m3703?international=true,English,A,"The Bachelor of Nursing and Bachelor of Midwifery (Honours) prepares you to become a registered nurse or midwife in four years. Through our accredited nursing course, this joint degree allows you to pursue nursing and midwifery careers in a range of healthcare settings in the private and public sector.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Nutrition Science,Computer Science & Information Technology,"38,300",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/nutrition-science-m2001?international=true,English,A,"A Bachelor of Nutrition Science degree trains you in human nutrition, preparing you to register as an associate nutritionist in Australia and the United Kingdom. This course explores the science behind nutrition, exploring nutrition across the lifespan, food in society, and the role of nutrition in health and disease.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Occupational Therapy,Science and Health Science,"41,900",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/occupational-therapy-m3001?international=true,English,A,"A Bachelor of Occupational Therapy (Honours) degree prepares you to qualify as an occupational therapist. In this accredited program, you’ll learn how to help people of all ages participate in everyday activities, and the gain knowledge, skills and practical experience needed for a career in occupational therapy.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Paramedicine,Medical and Nursing,"34,200",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/paramedicine-m2011?international=true,English,A,"A Bachelor of Paramedicine degree prepares you to qualify as a registered paramedic and deliver emergency health care in a range of settings. This accredited course gives you the paramedic skills, knowledge and clinical experience to assess life-threatening situations, provide out-of-hospital care and save lives.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Paramedicine,Medical and Nursing,"34,200",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/paramedicine-m3707?international=true,English,A,"You will undertake a guided advanced studies program in an aspect of 
community-based emergency health and an approved research project under the supervision of a member of the academic or research staff.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Physiotherapy,Computer Science & Information Technology,"46,900",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/physiotherapy-m3002?international=true,English,A,"A Bachelor of Physiotherapy (Honours) is a degree preparing you to qualify as a physiotherapist, and treat a range of health conditions. Our course is taught by expert physiotherapists and provides you with the knowledge, skills and clinical experience needed to prepare for a rewarding career in physiotherapy.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,"Politics, Philosophy and Economics",Humanities and Social Science,"38,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,"https://www.monash.edu/study/courses/find-a-course/2021/politics,-philosophy-and-economics-a2010?international=true",English,A,"Discover how to transform big ideas into real results by studying at the creative intersection between three disciplines. By engaging with researchers and industry leaders, you’ll apply abstract knowledge to pressing problems, graduating as an informed thinker with a job-ready skill set.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,"Politics, Philosophy and Economics and Arts",Humanities and Social Science,"38,000",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,"https://www.monash.edu/study/courses/find-a-course/2021/politics,-philosophy-and-economics-and-arts-a2013?international=true",English,A,"This double degree combines the deep focus of the Bachelor of Politics, Philosophy (PPE) and Economics and the flexibility of the Bachelor of Arts. The PPE is an elite program designed for deep thinkers who want to have a real impact. By studying at the creative intersection between three disciplines Politics and governance, Philosophy and Economic analysis, you’ll learn how to transform big ideas into tangible results.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Psychology,Science and Health Science,"34,200",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/psychology-m3005?international=true,English,A,"This double degree combines the deep focus of the Bachelor of Politics, Philosophy (PPE) and Economics and the flexibility of the Bachelor of Arts. The PPE is an elite program designed for deep thinkers who want to have a real impact. By studying at the creative intersection between three disciplines Politics and governance, Philosophy and Economic analysis, you’ll learn how to transform big ideas into tangible results.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Public Health,English,"34,200",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/public-health-m2012?international=true,English,A,"A Bachelor of Public Health degree focuses on communities rather than individuals, promoting good health, preventing disease, and managing illness and disability. It includes health promotion, epidemiology, biomedical sciences, forensic medicine, social sciences, health data management and global health.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Radiation Sciences,Science and Health Science,"35,000",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/radiation-sciences-m2017?international=true,English,A,"The Bachelor of Radiation Sciences prepares you to play an important role in shaping the future of health.  Our course trains you in medical radiation science as well as health and patient care, and you have the choice of two specialisations: radiation sciences or informatics.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Radiography and Medical Imaging,Mass Communication & Media,"46,900",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/radiography-and-medical-imaging-m3006?international=true,English,A,"A Bachelor of Radiography and Medical Imaging (Honours) degree provides you with the skills and experience to become a registered radiographer. Learn how use different medical imaging techniques including x-ray, computed tomography (CT), ultrasound and magnetic resonance imaging (MRI) from experienced radiographers.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Radiography and Medical Imaging,Mass Communication & Media,"46,900",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-education-2646?international=true,English,A,"A Bachelor of Radiography and Medical Imaging (Honours) degree provides you with the skills and experience to become a registered radiographer. Learn how use different medical imaging techniques including x-ray, computed tomography (CT), ultrasound and magnetic resonance imaging (MRI) from experienced radiographers.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Radiography and Medical Imaging,Mass Communication & Media,"46,900",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-2637?international=true,English,A,"A Bachelor of Radiography and Medical Imaging (Honours) degree provides you with the skills and experience to become a registered radiographer. Learn how use different medical imaging techniques including x-ray, computed tomography (CT), ultrasound and magnetic resonance imaging (MRI) from experienced radiographers.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science,Science and Health Science,"43,500",AUD,Years,3.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-s2000?international=true,English,A,This degree aims to provide students with an experience in independent analysis and research in their chosen field of expertise. Discover why.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science,Science and Health Science,"43,500",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-s3701?international=true,English,A,This degree aims to provide students with an experience in independent analysis and research in their chosen field of expertise. Discover why.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science Advanced - Global Challenges,Business & Economics,"48,000",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-advanced-global-challenges-s3001?international=true,English,A,"The Bachelor of Science Advanced - Global Challenges (Honours) includes formal training in leadership, persuasive communication, and hands-on practice in transforming an idea into a business or social enterprise. Fundamental to the program is an in-depth exploration of the big issues of our time.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science Advanced - Research,Engineering,"44,500",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,7.0,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-advanced-research-s3002?international=true,English,A,"Bachelor of Science Advanced - Research (Honours) is a course designed for students intending to pursue a career as a research scientist. Graduates can expect to find employment in a variety of research careers, including scientific research work in both the university and industrial sectors.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science and Arts,Creative Arts & Design & Music,"43,500",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-and-arts-s2006?international=true,English,A,"Bachelor of Science and Arts is a double degree combining science with studies in arts, humanities or social sciences. This course provides powerful communication and critical thinking skills coupled with a strong technological or scientific base. It offers many study areas to choose from.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science and Biomedical Science,Medical and Nursing,"43,500",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-and-biomedical-science-s2007?international=true,English,A,Science and Biomedical Science is a double degree course providing comprehensive foundations in fundamental sciences complemented by specialist biomedical sciences. This course provides the knowledge and skills of the applied aspects of biomedical science and the more theoretical focus.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science and Computer Science,Computer Science & Information Technology,"43,500",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-and-computer-science-s2004?international=true,English,A,"Science and Computer Science is a double degree course providing highly transferable skillset, while developing scientific thinking, critical analysis, problem solving, computational and complex IT skills, and maximising opportunities for employment related to information technology and science.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science and Global Studies,Business & Economics,"43,500",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-and-global-studies-s2003?international=true,English,A,Science and Global studies is a double degree providing the skillset to understand complex challenges facing cultures and communities around the world and the opportunity to apply knowledge to affect change. This study combination allows global thinking as well as overseas travel.,Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science and Music,Creative Arts & Design & Music,"43,500",AUD,Years,4.0,Years,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/science-and-music-s2005?international=true,English,A,"Science and Music, a double degree university course designed to offer a broad range of choice and alternatives when commencing a career. This course has the potential to open many options and making the most of scientific and/or musical talents.",Australia,No,Yes,No,Yes,No,
BA,Monash University,Melbourne,Science and Music,Creative Arts & Design & Music,"43,500",AUD,Years,1.0,Year,Yes,No,IELTS,Equivalent AQF Degree Level,6.5,Year 12,https://www.monash.edu/study/courses/find-a-course/2021/tertiary-studies-d0502?international=true,English,A,"Science and Music, a double degree university course designed to offer a broad range of choice and alternatives when commencing a career. This course has the potential to open many options and making the most of scientific and/or musical talents.",Australia,No,Yes,No,Yes,No,
